CusID,CusName,Gender,PhoneNumber,Address
457,Thach Sovann,F,071 022 084,Kratie
633,Kim Sophea,M,038 023 043,Kampong Speu
645,Chuon Ravy,F,097 061 095,Preah Sihanouk
873,Ung Visal,F,011 039 029,Phnom Penh
480,Yin Sokha,M,083 063 007,Kampong Speu
236,Mao Narin,F,083 008 017,Kampong Chhnang
61,Vong Narin,F,018 064 016,Banteay Meanchey
928,Lim Dara,M,098 092 050,Kampong Chhnang
550,Tith Chhun,F,060 044 082,Preah Vihear
240,Keo Piseth,F,086 050 075,Kandal
31,Pich Chenda,F,013 047 046,Svay Rieng
169,Thach Chan,M,086 027 069,Koh Kong
191,Kim Visal,M,015 038 025,Kep
246,Thy Chan,F,097 059 077,Kampong Cham
459,Yin Sopheap,M,,Oddar Meanchey
187,Ouk Chan,,096 054 049,Kampot
630,Thy Srey,F,083 040 082,Ratanakiri
196,Tang Sok,M,088 043 036,Preah Vihear
886,Tith Veasna,M,068 010 062,Kratie
640,Yun Rithy,F,098 037 011,Oddar Meanchey
651,Toch Sokchea,M,066 002 075,Siem Reap
367,Chuon Nita,M,085 044 046,Preah Vihear
524,Rath Sreyneang,M,017 076 073,
691,Chan Sokchea,M,067 034 018,Phnom Penh
678,Tang Sovan,M,092 072 099,Battambang
913,Ngoun Rina,M,085 081 013,Mondulkiri
525,Seng Sreytouch,M,093 023 029,Banteay Meanchey
871,Rath Srey,M,066 093 038,Kampong Chhnang
744,Thy Sokha,M,087 084 029,Mondulkiri
700,Thay Sopheap,F,,Stung Treng
139,Tang Sovann,F,092 074 084,Kratie
673,Chhim Piseth,F,098 056 055,Svay Rieng
149,Lim Sok,F,084 092 015,Kampong Cham
90,Theng Sokha,F,080 077 047,Kampong Speu
649,Ouk Ravy,F,,Prey Veng
482,Theng Sovan,F,060 089 017,Koh Kong
490,Vong Ravy,M,012 049 072,Stung Treng
213,Kim Rithy,F,099 082 032,Pursat
545,Thay Sovanna,F,077 081 072,Kampong Chhnang
926,Yin Sovan,F,038 043 026,Preah Vihear
869,Keo Rithy,M,018 099 032,Kampot
330,Pich Monineath,M,,
693,Ouk Ratanak,F,069 068 090,Phnom Penh
34,Chan Sophea,M,013 028 052,Siem Reap
679,Tang Rina,F,087 031 015,Siem Reap
749,Ngoun Sok,,069 010 046,Kampong Speu
414,Pich Srey,M,083 052 062,Tboung Khmum
154,Mao Rina,F,061 055 016,Kratie
323,Pich Visal,F,031 090 032,
875,Chhim Dara,M,080 018 057,Svay Rieng
99,Chhim Chhun,M,095 084 042,Koh Kong
971,You Sokha,M,095 093 038,Preah Vihear
2,You Sovanna,M,066 008 065,
867,Thy Sophea,M,,Phnom Penh
16,Sam Sok,F,087 071 003,Phnom Penh
763,Chea Vanna,F,,Preah Vihear
438,Chhay Rina,M,071 026 002,Kampong Thom
936,Yin Sophea,F,018 030 054,Kep
887,Mao Rithy,M,084 051 086,Pursat
910,Lim Chhun,F,080 097 056,Stung Treng
473,Ngoun Dara,F,068 088 094,Kratie
262,Pich Sovann,F,076 030 016,Prey Veng
606,Vong Sok,F,,Svay Rieng
982,Chuon Sreytouch,M,011 039 016,Oddar Meanchey
991,Ung Sophea,M,083 002 090,Ratanakiri
766,Ouk Chenda,F,093 085 031,Siem Reap
501,Sam Ratanak,M,,Kampong Speu
619,Chan Sokha,M,084 067 089,Siem Reap
846,Yun Ratanak,F,083 089 050,Ratanakiri
53,Rath Vanna,F,013 054 061,Kampong Chhnang
462,Kim Rina,M,066 062 021,Kampong Cham
961,Tang Veasna,F,092 040 081,Banteay Meanchey
62,Seng Sophea,F,092 090 045,Kep
415,Pich Sokha,M,095 040 071,Preah Sihanouk
865,Chea Chenda,F,081 007 053,Kampot
68,Vong Monineath,F,018 042 036,Pursat
122,Chhim Sovann,,031 014 086,Pursat
957,Mao Thida,F,085 074 079,Pursat
418,Ngoun Vanna,F,086 027 070,Mondulkiri
74,Theng Nita,F,,Preah Vihear
153,You Sophea,M,092 013 046,Siem Reap
184,Seng Sopheap,F,097 081 090,Kandal
235,Vong Chhun,M,012 037 076,Preah Vihear
650,Ngoun Srey,M,018 024 017,Kratie
465,Kim Sok,M,089 058 018,Kandal
7,Chuon Sokhom,F,071 076 080,Phnom Penh
322,Chan Visal,M,013 038 095,
283,Ouk Chhun,M,013 098 014,
807,Yon Sovanna,M,,Kampong Thom
273,Tol Ravy,M,077 017 009,
527,Ung Sopheap,F,086 003 081,Stung Treng
515,Ngoun Monineath,M,079 022 043,
709,Chan Ravy,M,,Preah Vihear
18,Thy Nita,M,,Siem Reap
671,Mao Sovann,M,015 089 025,Prey Veng
610,Ngoun Chan,M,068 087 079,Kep
663,Chhim Nita,,015 063 069,
575,Chhay Sokhom,M,031 060 016,Pursat
340,Sam Srey,M,098 010 034,Siem Reap
965,Vann Sophea,F,,
891,Kim Sokchea,F,093 008 091,Koh Kong
850,Chhim Rina,M,015 032 006,Battambang
445,Tang Visal,M,010 037 086,Preah Sihanouk
838,Thay Nita,F,,Kampot
435,Thay Ravy,F,012 092 054,Pailin
848,Ouk Sokhom,F,017 071 061,
733,Mao Veasna,M,012 068 023,Battambang
583,Tol Sokhom,F,098 056 020,
843,Thay Visal,F,070 019 029,Tboung Khmum
499,Chuon Chenda,F,011 100 073,Pailin
341,Ouk Sreytouch,F,096 084 053,Prey Veng
508,Chhay Srey,F,081 035 035,
595,Chea Sovanna,F,031 098 061,Battambang
519,Keo Rathana,F,060 059 037,Siem Reap
94,Seng Vanna,M,060 092 097,Preah Sihanouk
132,Sam Chan,F,016 057 037,
129,Suon Chan,M,078 063 022,
334,Ouk Sreyneang,F,093 014 017,Preah Sihanouk
734,Ouk Thida,F,,Tboung Khmum
737,Tang Chhun,F,078 003 076,Kampong Speu
544,Yun Chenda,M,089 039 077,
151,Lim Rina,M,067 047 008,Kampot
242,Thach Rithy,M,083 033 027,Mondulkiri
352,Kong Ravy,F,086 018 062,Kep
517,Yin Rina,F,068 051 003,Banteay Meanchey
109,Chea Sreyneang,F,099 062 063,Prey Veng
797,Kong Sokun,M,017 045 082,Pursat
174,Vong Sopheap,F,078 094 031,Pailin
870,You Ravy,M,085 087 036,Kampong Chhnang
892,Keo Sokchea,M,081 087 011,Siem Reap
201,Kong Veasna,M,083 052 086,Kratie
279,Thy Ratanak,M,038 076 056,Mondulkiri
82,Ouk Veasna,F,079 039 037,Stung Treng
611,Heng Monineath,M,088 068 084,Kampot
573,Chea Sophea,M,017 019 060,Koh Kong
585,Tith Narin,F,011 094 009,
805,Theng Sokhom,M,,Battambang
205,Sam Nita,F,069 095 042,
718,Vong Rathana,F,061 087 097,Tboung Khmum
270,Heng Ravy,M,011 093 016,Kampot
762,Sam Sokha,F,084 010 012,Kratie
738,Rath Sokhom,F,061 073 092,Preah Vihear
687,Toch Chenda,M,076 065 081,Kampong Chhnang
220,Vann Sokchea,M,013 096 087,Banteay Meanchey
335,Rath Rathana,F,089 070 069,Kampong Thom
683,Thy Ravy,F,089 054 013,Takeo
851,You Dara,M,088 031 065,Siem Reap
879,Heng Sokha,F,,Tboung Khmum
9,Suon Nita,M,078 065 016,
199,Keo Sophea,M,018 080 037,Kampong Speu
285,Theng Thida,F,067 003 065,Koh Kong
493,Thay Rithy,M,099 078 031,Kampong Cham
217,You Narin,M,083 030 083,Kampong Speu
212,Thach Chhun,M,095 070 049,Oddar Meanchey
244,Tang Sreytouch,M,017 001 049,Battambang
496,Mao Sokhom,F,098 040 060,Preah Vihear
301,Yun Narin,M,017 061 056,Kampong Chhnang
252,Thach Sokhom,M,016 074 078,Kandal
373,Chea Sopheap,M,078 070 100,Kampong Cham
551,Vann Ravy,M,097 004 036,Preah Sihanouk
423,Thach Sopheap,F,099 065 054,Kampong Thom
918,Ngoun Sovanna,M,076 049 056,
370,Yin Sreytouch,F,071 075 034,Pailin
308,Thy Narin,M,071 079 097,Mondulkiri
147,Chhim Monineath,F,093 084 062,Prey Veng
811,Theng Piseth,F,085 093 035,Oddar Meanchey
959,Toch Sok,F,031 011 033,Preah Sihanouk
264,Ouk Visal,M,084 051 017,Prey Veng
661,Seng Piseth,F,085 056 013,Oddar Meanchey
467,Thach Sophea,M,089 052 076,
730,Toch Visal,F,083 018 009,Prey Veng
973,Chea Ravy,F,010 032 071,Phnom Penh
569,Sam Chhun,M,012 088 080,Oddar Meanchey
253,Vong Rina,F,084 002 044,Oddar Meanchey
35,Vann Dara,M,083 055 041,
945,Toch Rina,F,083 045 071,Kep
596,Suon Rathana,F,038 027 020,Kandal
433,Yin Nita,F,012 051 060,
932,Chhay Sreytouch,M,,Kampong Thom
599,Suon Sopheap,F,011 100 032,Kratie
996,Toch Srey,F,012 060 005,Mondulkiri
704,Vong Thida,M,,Kampot
230,Vann Sok,F,098 064 094,Kep
786,Chea Sreytouch,F,087 092 040,Preah Vihear
333,Chhay Sokchea,F,099 037 011,
210,Rath Sovanna,M,079 015 036,Battambang
823,Kim Vanna,M,069 089 007,Kampong Thom
100,Lim Sokha,F,086 065 092,Stung Treng
768,Vann Chenda,M,068 073 016,Takeo
160,Keo Sovann,F,068 095 015,Stung Treng
317,Thay Bopha,M,087 042 037,Kampong Speu
956,Heng Srey,M,089 031 032,Kampong Speu
274,You Thida,M,099 056 050,Tboung Khmum
670,Tang Ratanak,M,,Stung Treng
587,Ngoun Bopha,M,076 021 041,Siem Reap
487,Chea Thida,M,097 077 089,Kandal
188,Tang Sokun,F,069 076 098,Phnom Penh
197,Thach Vanna,M,083 003 073,Kep
15,Suon Thida,F,087 067 088,Battambang
193,Tol Sokchea,M,011 005 016,Kampong Chhnang
17,Tol Thida,F,096 007 057,Kandal
228,Rath Visal,M,088 100 006,Stung Treng
788,Pich Nita,M,066 062 027,Kandal
720,Chhim Narin,F,083 027 017,Mondulkiri
512,Ung Sovan,F,090 001 012,Preah Vihear
440,Vann Chan,M,088 066 040,Preah Vihear
143,Thay Sovann,F,077 075 009,
558,Mao Sovanna,M,079 092 062,Pailin
1,You Sokun,F,061 100 096,Oddar Meanchey
979,Ngoun Visal,F,061 018 056,Pursat
156,Tith Rathana,F,099 072 053,Kampong Cham
24,Tith Sokun,M,081 042 007,Kampot
828,Thy Bopha,F,031 049 020,Kampong Cham
820,Pich Rithy,F,,Tboung Khmum
747,Kim Sopheap,M,031 065 046,
711,Chhim Sokhom,M,090 097 060,
128,Tith Dara,M,031 086 005,Kandal
568,Rath Bopha,M,071 030 087,Oddar Meanchey
813,Rath Monineath,F,071 072 040,Kratie
833,Rath Chhun,,061 099 038,
106,Lim Sokhom,F,097 039 029,Takeo
781,Ouk Vanna,F,077 008 059,Kampong Cham
384,Tang Monineath,M,018 079 020,Kampong Thom
267,Yin Monineath,M,066 088 027,Kampong Cham
626,You Sokchea,M,095 071 025,Oddar Meanchey
39,Thy Rina,M,015 083 019,Battambang
497,Tith Sopheap,M,061 068 037,Kampong Thom
641,Mao Sokchea,F,079 071 066,Preah Vihear
38,Ouk Sovanna,F,060 087 099,Svay Rieng
506,Yon Sokhom,F,077 074 053,
835,Suon Sok,F,061 016 008,Kampong Thom
937,Thach Monineath,M,066 079 033,
862,Chuon Bopha,F,099 051 040,Oddar Meanchey
579,Thy Sopheap,F,077 028 013,Tboung Khmum
889,Theng Chenda,F,038 024 006,Takeo
488,Kim Chan,M,084 017 068,Preah Vihear
562,Tol Rathana,M,070 098 033,Svay Rieng
472,Tol Sovan,F,090 068 060,Kratie
355,Theng Bopha,,,
845,Tith Vanna,F,078 029 079,Kampong Thom
952,Suon Rina,F,089 074 066,Oddar Meanchey
348,Chhay Rathana,M,084 028 094,Battambang
336,Mao Ratanak,F,093 095 020,Takeo
296,Tol Narin,M,092 033 041,Banteay Meanchey
101,Lim Veasna,M,083 070 052,Siem Reap
32,Kong Sreytouch,F,088 074 006,Prey Veng
162,Pich Chhun,M,061 088 083,Stung Treng
614,Tang Sokhom,M,071 089 030,Oddar Meanchey
682,Seng Visal,M,010 091 087,Siem Reap
394,Thy Sreytouch,M,089 050 019,Kampong Speu
769,Heng Ratanak,F,015 063 080,Kampong Speu
998,Lim Sovan,F,013 012 006,Kratie
739,Toch Sokun,F,079 021 008,Prey Veng
179,Lim Sreytouch,F,096 006 009,Svay Rieng
245,Thay Sophea,M,070 056 047,
297,Chhay Visal,M,018 088 092,Koh Kong
548,Sam Sovan,F,090 005 008,
138,Theng Narin,F,071 081 004,Oddar Meanchey
395,Yon Thida,M,013 050 093,Kampong Chhnang
405,Vong Visal,M,080 066 014,
223,Yon Sokchea,M,,Preah Sihanouk
389,Kim Chhun,M,071 021 004,Mondulkiri
76,Thay Vanna,F,038 033 048,Svay Rieng
250,Lim Sophea,M,089 095 095,Kampot
310,Ngoun Sovann,M,013 088 049,Takeo
351,Thach Rathana,F,070 071 031,Kratie
507,Ngoun Sopheap,F,018 092 069,Pailin
694,Keo Srey,M,,Takeo
799,Tith Sovann,M,,Ratanakiri
200,Thy Sreyneang,F,016 094 026,Kampong Speu
665,Kong Sovann,M,095 023 099,Kep
3,Ung Rithy,F,012 054 039,Svay Rieng
642,Mao Chhun,M,011 083 061,Mondulkiri
656,Yin Narin,M,060 096 020,Ratanakiri
560,Thach Sok,F,,Siem Reap
195,Thy Visal,M,013 036 087,Pailin
898,Yun Piseth,F,038 015 070,Stung Treng
404,Thay Rathana,F,084 033 003,Pailin
765,Suon Ravy,F,016 056 088,Kampong Cham
19,Yin Chan,M,085 047 087,
372,Suon Ratanak,F,061 018 012,Koh Kong
427,Rath Sokun,F,084 009 031,Kampong Thom
505,Chhim Sovan,M,,Kampong Thom
791,Pich Rathana,M,099 067 074,Preah Sihanouk
504,Vann Sokhom,F,076 035 031,Siem Reap
618,Chea Monineath,F,077 094 063,Siem Reap
295,Seng Thida,M,086 027 048,
732,Seng Rithy,M,061 059 032,Kampong Cham
229,Pich Chan,F,083 097 089,Ratanakiri
204,Vong Vanna,F,076 007 033,Phnom Penh
634,Tol Sokha,M,099 069 098,Banteay Meanchey
745,Yin Ravy,M,088 026 048,
654,Chhim Chan,F,013 032 048,Kampong Cham
134,Thay Thida,F,066 042 042,Kratie
86,Heng Chan,M,085 026 049,Oddar Meanchey
479,Chan Piseth,F,079 001 073,Preah Sihanouk
282,Chhay Vanna,F,083 034 070,Pailin
269,Yon Ravy,F,069 041 098,Kep
806,Tol Sovann,M,060 038 098,Mondulkiri
379,Tol Sophea,M,016 082 039,Ratanakiri
796,Kim Sreytouch,M,083 078 006,Stung Treng
601,Chhim Chenda,M,070 013 023,Kampong Thom
629,Suon Bopha,F,088 096 031,Preah Vihear
311,Yon Sovan,F,078 053 055,Koh Kong
207,You Sopheap,F,077 042 082,Preah Vihear
325,Ouk Rithy,M,087 039 060,Kampong Speu
861,Thay Sokun,,,
927,Ouk Rathana,M,080 040 074,Kampong Chhnang
785,Chhay Ravy,M,078 016 056,Oddar Meanchey
590,Ung Chan,F,011 054 075,Svay Rieng
130,Chuon Visal,F,011 074 073,Prey Veng
10,Chhay Monineath,F,066 043 027,Battambang
208,Vong Veasna,,069 085 067,Preah Vihear
970,Vann Sokun,F,071 085 062,
690,Yon Bopha,M,083 044 013,Pursat
995,Tang Chenda,F,086 035 067,Svay Rieng
304,Tith Nita,F,084 090 029,Takeo
827,Theng Sreytouch,,031 096 003,Pailin
463,Rath Sopheap,M,090 027 036,Preah Vihear
222,Vann Sreyneang,M,089 070 036,Preah Vihear
929,Chhay Sreyneang,F,012 049 001,Takeo
313,Chuon Monineath,,016 100 081,Pursat
298,Seng Monineath,M,038 037 055,Prey Veng
849,Rath Veasna,F,,Phnom Penh
853,Chhay Narin,F,090 042 055,Mondulkiri
890,Toch Sokhom,F,079 049 073,Pursat
713,Chuon Srey,M,061 016 013,Banteay Meanchey
958,Vann Srey,F,038 056 100,Kratie
121,Chan Chan,M,069 076 045,Pursat
526,Chhay Chhun,F,076 017 043,Kampong Speu
974,Pich Narin,M,096 084 073,Kampong Thom
259,Kong Rithy,F,081 051 011,Kampong Chhnang
801,Tith Sokchea,,,Pailin
176,Seng Rathana,F,068 036 078,Stung Treng
888,Kong Srey,F,017 039 025,Kampong Thom
773,Lim Monineath,F,096 008 100,Mondulkiri
84,Vann Vanna,F,066 087 078,Kampong Chhnang
715,Kong Dara,F,010 022 032,Stung Treng
299,Tith Ravy,F,092 057 082,Preah Sihanouk
543,Vong Sovan,M,086 072 089,
748,Tith Sovanna,M,012 011 007,Battambang
492,Thach Ravy,M,084 088 015,Kampong Speu
555,Thach Sreytouch,M,018 095 034,Kampot
662,Kong Chan,M,071 097 060,Ratanakiri
77,Chea Veasna,F,078 054 007,Koh Kong
924,Chea Chhun,M,068 009 033,Kampong Speu
755,Heng Thida,F,071 081 011,Kep
727,Mao Sreytouch,F,087 006 029,Prey Veng
276,Kong Sophea,M,089 048 047,Takeo
735,Yun Sovanna,F,079 029 067,
728,Mao Chan,M,070 052 054,Kampong Thom
912,Chan Rathana,M,010 022 100,Pursat
148,Keo Sokha,F,066 090 005,Kampong Speu
145,Ouk Monineath,F,088 054 046,
116,Tang Sokchea,F,010 083 083,Siem Reap
51,You Sreytouch,M,088 091 084,Koh Kong
984,Ngoun Chhun,M,,Pursat
885,Ung Ravy,M,078 100 081,
381,Thy Sokchea,M,015 040 078,
780,Mao Sokun,F,016 021 079,Kandal
111,Toch Thida,F,038 082 043,Preah Sihanouk
731,Yun Sok,M,,Kampong Speu
491,Thach Sreyneang,M,077 034 078,Kep
80,Suon Sovann,F,081 059 007,Ratanakiri
628,Chan Nita,M,084 040 025,Phnom Penh
47,Ouk Srey,F,095 093 074,Kampong Chhnang
85,Pich Sreyneang,,038 040 052,Phnom Penh
55,Yon Chan,F,068 029 053,Kampong Chhnang
419,Ngoun Sokha,M,017 067 096,Kratie
444,Tang Narin,F,083 096 005,Svay Rieng
460,Yon Sreyneang,M,012 082 081,Ratanakiri
826,Kim Bopha,M,099 097 080,Banteay Meanchey
251,Theng Ratanak,F,012 024 051,Tboung Khmum
102,Kim Thida,F,096 095 011,Kampong Chhnang
96,Ouk Sokun,F,012 047 077,Takeo
777,Seng Chhun,F,078 003 024,Oddar Meanchey
802,Chuon Sokchea,F,031 093 049,Ratanakiri
33,You Nita,F,090 025 053,Kep
717,Thay Sovan,F,099 100 053,Kratie
92,Chuon Dara,F,081 023 057,Battambang
146,Yin Sokchea,F,090 010 086,Banteay Meanchey
615,Suon Sovan,F,016 047 043,Stung Treng
226,Yon Sok,M,087 020 078,
150,Vong Chan,M,060 077 027,Kandal
6,Ngoun Rithy,M,013 052 085,Ratanakiri
908,Kong Ratanak,F,,Kampong Speu
674,Heng Sokhom,M,079 057 032,Prey Veng
721,Sam Dara,F,069 043 056,
409,Seng Sokhom,M,097 039 040,Kampot
163,Ung Sokhom,F,016 067 056,Phnom Penh
65,Thay Sreytouch,F,078 035 091,Phnom Penh
714,Seng Ravy,F,089 036 081,Banteay Meanchey
948,Mao Dara,M,070 003 003,Kep
58,Lim Sreyneang,M,016 003 063,Kandal
135,Yun Thida,F,087 077 063,Pailin
354,Rath Ravy,M,086 016 006,Kampong Chhnang
432,Toch Chhun,F,078 083 047,Ratanakiri
454,Chhay Sok,M,098 096 045,Takeo
241,Ung Ratanak,M,,
494,Keo Ratanak,M,031 035 014,Tboung Khmum
988,Yin Ratanak,,089 024 060,Takeo
621,Thach Visal,M,083 052 013,Preah Vihear
602,Mao Sokha,F,089 063 012,Mondulkiri
446,Yon Monineath,F,096 008 043,
914,Chan Veasna,M,066 079 020,Pailin
834,Kong Thida,M,071 099 038,Tboung Khmum
495,Ung Bopha,M,077 100 011,Kampot
159,Kong Piseth,F,031 005 082,Pursat
637,Tol Sok,M,079 082 064,Siem Reap
448,Ung Sovanna,M,067 069 080,Oddar Meanchey
553,Chuon Sopheap,,086 053 079,Kratie
314,Ngoun Veasna,M,066 097 080,Preah Vihear
357,Ouk Sopheap,M,088 092 038,Svay Rieng
899,Ngoun Sokun,F,077 095 055,
477,Heng Rathana,M,018 095 004,Battambang
142,Kim Ravy,M,071 056 027,Oddar Meanchey
117,Tang Ravy,F,010 064 088,Oddar Meanchey
125,Rath Sovann,F,018 005 052,Kampot
243,Sam Sophea,F,,Prey Veng
127,Thay Chan,F,038 064 067,
103,Rath Piseth,,,Phnom Penh
522,Chuon Chan,M,086 094 042,Prey Veng
343,Tith Monineath,F,097 011 002,Banteay Meanchey
487,Chea Thida,M,097 077 089,Kandal
642,Mao Chhun,M,011 083 061,Mondulkiri
477,Heng Rathana,M,018 095 004,Battambang
655,Toch Sokha,M,068 022 060,Phnom Penh
139,Tang Sovann,F,092 074 084,Kratie
948,Mao Dara,M,070 003 003,Kep
384,Tang Monineath,M,018 079 020,Kampong Thom
924,Chea Chhun,M,068 009 033,Kampong Speu
671,Mao Sovann,M,015 089 025,Prey Veng
909,Suon Sokhom,F,060 100 072,
762,Sam Sokha,F,084 010 012,Kratie
10,Chhay Monineath,F,066 043 027,Battambang
291,Thy Chhun,M,061 023 071,Ratanakiri
444,Tang Narin,F,083 096 005,Svay Rieng
533,Suon Dara,F,096 050 048,Pailin
1000,Thach Chenda,F,083 081 081,Kandal
635,Vann Ratanak,F,010 048 080,Ratanakiri
960,Theng Chan,M,090 010 054,Tboung Khmum
241,Ung Ratanak,M,,
290,Ung Srey,M,096 035 002,Stung Treng
